sentence,positive,neutral,negative
"As of December 31, 2017, SM Prime has 67 malls in the Philippines with total GFA of 8.0 million square meters and 7 malls in China with total GFA of 1.3 million square meters.",0.9999998807907104,7.92589105458319e-08,8.831043452062204e-09
Equity in Net Earnings of Associate Companies and Joint Ventures increased by 11.1% to P16.6 billion from P15.0 billion in 2016 due mainly to the increase in net income of bank and property associates.,0.0002742623910307884,1.966203399206279e-06,0.9997237324714661
Gain (Loss) on Sale of Available-for-sale (AFS) Investments and Fair Value Changes on Investments Held for Trading (HFT) - net increased by 1591.5% to a gain of P110.2 million from P6.5 million in 2016 resulting primarily from the disposal of a portion of AFS investments in 2017.,0.2772884964942932,0.0007980871014297009,0.7219133973121643
"Other Revenues, which comprise mainly of income from promotional activities highlighting products, commission from bills payment, prepaid cards and show tickets, advertising income and sponsorship revenues, food and beverage income of the Hotel Group, increased by 17.7% to P7.9 billion in 2017 from P6.8 billion in 2016.",4.8065659939311445e-05,1.4410658195629367e-06,0.9999505281448364
Operating Expenses increased by 13.2% to P92.9 billion from P82.1 billion in 2016 due mainly to additional operating expenses associated with new or renovated retail stores and malls and new real estate projects.,0.40281733870506287,0.0027268207632005215,0.5944558382034302
Other Charges (net) increased by 26.2% to P9.9 billion from P7.8 billion in 2016.,0.09775511175394058,0.0016227568266913295,0.9006221294403076
Interest Expense increased by 24.6% to P15.0 billion from P12.0 billion in 2016 due mainly to new debt availments for working capital and capital expenditure requirements net of capitalized interest.,0.4064795672893524,0.00044933604658581316,0.5930711030960083
Interest Income increased by 7.5% to P4.0 billion from P3.7 billion in 2016 due to higher average daily balance of temporary investments in 2017.,0.0013270775089040399,1.5516136500082212e-06,0.9986714124679565
Gain on Disposal of Investments and Properties - net decreased by 95.9% to P22.7 million from P559.0 million in 2016 due mainly to the sale of a certain investment property in 2016.,0.30093470215797424,0.6987568736076355,0.0003083712363149971
Gain (Loss) on Fair Value Changes on Derivatives - net increased by 1845.5% to a gain of P296.3 million from P15.2 million in 2016 due mainly to certain non-deliverable forward transactions in 2017.,0.8933537006378174,0.0007768284413032234,0.10586954653263092
Foreign Exchange Gain (Loss) - net increased by 510.7% to a gain of P698.7 million from a loss of P170.1 million in 2016.,0.1881352961063385,0.0009103479096665978,0.8109543323516846
"This is due mainly to the unfavorable PHP to USD foreign exchange rate, that is, from PHP49.72 : USD1.00 in 2016 to PHP49.93 : USD1.00 in 2017.",0.0028052558191120625,0.9971714615821838,2.3296843210118823e-05
Provision for Income Tax increased by 19.2% to P13.8 billion from P11.6 billion in 2016 due mainly to increase in taxable income.,0.09096574783325195,0.0003229808062314987,0.9087112545967102
The effective income tax rate is 21.1% in 2017 and 19.5% in 2016.,0.999962568283081,3.655072214314714e-05,8.520378287357744e-07
Non-controlling interests increased by 12.3% to P18.6 billion from P16.6 billion in 2016 due to the increase in net income of certain partly-owned subsidiaries.,0.00022587919374927878,5.509978677764593e-07,0.9997735619544983
Total Assets increased by 11.4% to P960.1 billion from P861.5 billion in 2016.,0.0006555214640684426,6.753821253369097e-07,0.9993438124656677
"Likewise, total Liabilities increased by 13.3% to P506.3 billion from P446.7 billion in 2016.",0.2920833230018616,9.229753050021827e-05,0.7078244090080261
Current Assets decreased by 3.0% to P212.5 billion from P219.1 billion in 2016.,0.34454697370529175,0.6469650864601135,0.00848789606243372
Cash and Cash Equivalents decreased by 0.8% to P74.3 billion from P74.9 billion in 2016 due mainly to new investments in associate companies partly offset by remaining proceeds from debt drawn by SM Prime in 2017.,0.9773558378219604,0.022593418136239052,5.0752918468788266e-05
Investments Held for Trading and Sale decreased by 61.0% to P1.3 billion from P3.5 billion in 2016 due mainly to maturity of investments held for trading.,0.8935222029685974,0.10646405071020126,1.3738653251493815e-05
Merchandise Inventories increased by 7.6% to P27.8 billion from P25.8 billion in 2016.,0.309355229139328,0.0004850686527788639,0.6901597380638123
"Other Current Assets increased by 7.5% to P63.5 billion from P59.0 billion in 2016 due mainly to the increase in current portion of Land and development arising from land acquisitions and development costs, higher prepaid taxes and other prepayments, and current derivative assets in 2017.",0.9819455742835999,0.003679930930957198,0.014374533668160439
Noncurrent Assets increased by 16.4% to P747.6 billion from P642.4 billion in 2016.,0.48787713050842285,0.0005175327532924712,0.5116053223609924
AFS Investments increased by 37.0% to P25.6 billion from P18.7 billion in 2016 due mainly to new investments and increase in the market value of certain AFS investments.,0.030010143294930458,2.237504486402031e-05,0.9699675440788269
Investments in Associate Companies and Joint Ventures increased by 33.6% to P242.1 billion from P181.2 billion in 2016.,0.6540283560752869,0.0002523815492168069,0.34571924805641174
"The increase mainly represents equity in net earnings of associates in 2017, investments in new associates, additional investments in bank associates partly offset by dividends received from associate companies.",0.9608967900276184,9.236359619535506e-05,0.03901088610291481
Time Deposits decreased by 36.5% to P26.7 billion from P42.0 billion in 2016 due mainly to reclassification and maturing time deposits.,0.691845178604126,0.3074539005756378,0.0007009384571574628
"On the other hand, the current portion of Time Deposits decreased by 45.9% to P13.2 billion from P24.5 billion in 2016 due mainly to settlement of certain long-term debts and new investments in associate companies.",0.9579586386680603,0.04177821800112724,0.0002631537208799273
"Investment Properties increased by 7.0% to P289.0 billion from P270.1 billion in 2016 due mainly to ongoing new mall projects located in Pangasinan, Pampanga, Zambales and Albay in the Philippines; expansions and renovations of SM Mall of Asia; costs incurred for landbanking; and ongoing projects of the commercial group namely Three E-Com Center and Four E-Com Center.",0.9441631436347961,6.562905036844313e-05,0.05577123910188675
Land and Development increased by 68.6% to P40.2 billion from P23.8 billion in 2016 due mainly to landbanking and construction accomplishments during the period.,0.0001545019040349871,2.100701550489248e-07,0.9998452663421631
Other Noncurrent Assets increased by 30.2% to P74.6 billion from P57.3 billion in 2016.,0.5757553577423096,0.0016226995503529906,0.4226219356060028
Current Liabilities increased by 30.4% to P175.9 billion from P134.8 billion in 2016.,0.8478493690490723,0.0002703075879253447,0.1518804281949997
"Bank Loans increased by 72.8% to P24.2 billion from P14.0 billion in 2016 resulting from new loan availments, net of payments during the period.",0.004061373881995678,3.5668483633344295e-06,0.9959350824356079
Current Portion of Long-term Debt increased by 57.4% to P40.3 billion from P25.6 billion in 2016 due mainly to reclassification of maturing loans.,0.9990034699440002,0.00028907833620905876,0.0007075638277456164
Accounts Payable and Other Current Liabilities increased by 19.4% to P106.6 billion from P89.3 billion in 2016 mainly from higher business volume.,0.7214525938034058,0.0003045262419618666,0.27824288606643677
Dividends Payable decreased by 11.0% to P2.9 billion from P3.3 billion in 2016.,0.7935832142829895,0.20124809443950653,0.0051687355153262615
Income Tax Payable decreased by 29.8% to P1.9 billion in 2017 from P2.7 billion in 2016 due mainly to net tax payments.,0.9945452213287354,0.004969778470695019,0.00048504656297154725
Noncurrent Liabilities increased by 5.9% to P330.4 billion from P311.9 billion in 2016.,0.9334313869476318,0.00046999426558613777,0.06609861552715302
Long-term Debt - Net of Current Portion increased by 4.4% to P292.6 billion from P280.3 billion in 2016 due mainly to new debt availments.,0.9150896668434143,0.0001909306738525629,0.08471938222646713
Tenants’ Deposits and Others increased by 25.7% to P29.8 billion from P23.7 billion in 2016 due mainly to new malls and expansions.,0.4719751477241516,8.69840441737324e-05,0.5279378294944763
Total Equity increased by 9.4% to P453.8 billion from P414.8 billion in 2016.,0.019740130752325058,5.5032255659170914e-06,0.9802543520927429
Equity Attributable to Owners of the Parent increased by 9.2% to P328.1 billion from P300.5 billion in 2016.,0.05064624920487404,6.475353438872844e-05,0.9492890238761902
This increase resulted mainly from (a) Cumulative Translation Adjustment which increased by 15.3% to P1.4 billion from P1.2 billion in 2016.,0.05467000603675842,2.0955907530151308e-05,0.945309042930603
(b) Net Unrealized Gain on AFS Investments which increased by 42.1% to P15.3 billion from P10.8 billion in 2016 due mainly to the appreciation in market value of certain AFS investments of the Group.,0.08291834592819214,0.00021956567070446908,0.9168621301651001
These were partially offset by (c) Re-measurement gain on defined benefit asset/obligation which decreased by P0.8 billion as a result of the valuation of the Group’s retirement plan.,0.9519971013069153,0.038148537278175354,0.009854398667812347
Non-controlling Interests increased by 10.0% to P125.7 billion from P114.3 billion in 2016 due mainly to the increase in net assets of certain subsidiaries that are not wholly owned.,0.12284506857395172,7.411230762954801e-05,0.8770807981491089
"The Company has no known direct or contingent financial obligation that is material to the Company operations, including any default or acceleration of an obligation.",0.9957483410835266,0.0019813217222690582,0.0022704529110342264
"The Company has no off-balance sheet transactions, arrangements, obligations during the reporting year and as of the balance sheet date.",0.9991937279701233,0.0004097896453458816,0.0003965164069086313
"There are no known trends, events, material changes, seasonal aspects or uncertainties that are expected to affect the company’s continuing operations.",0.997879147529602,0.0017202720046043396,0.00040062819607555866
Current Ratio decreased to 1.2 from 1.6 in 2016 due mainly to the 3.0% decrease in Current Assets coupled with a 30.4% increase in Current Liabilities.,0.7285454273223877,0.2686808407306671,0.0027737400960177183
Asset to equity ratio remained at 2.1 in both periods.,0.9996873140335083,0.00023401695943903178,7.870780973462388e-05
Gross debt-equity ratio remained at 52:48 in 2017 and 2016 but Net debt-equity ratio slid to 43:57 from 37:63 in 2016 due to mainly to higher increase in net debt of 39.4% from P174.8 billion to P243.7 billion in 2017.,0.2906804382801056,0.0020607004407793283,0.7072588801383972
Revenue growth slightly increased to 9.0% from 8.9% in 2016 but Net income growth decreased to 5.5% from 8.1% in 2016 due mainly to higher growth of Interest Expense in 2017 compared to 2016.,0.05170087143778801,0.3600858151912689,0.5882132649421692
Return on equity decreased to 10.4% from 10.7% in 2016 due mainly to the higher increase of average equity of 8.1%.,0.013609969057142735,0.986276388168335,0.00011371559230610728
EBITDA increased by 11.5% to P89.3 billion from P80.1 billion in 2016 due mainly to the 12.0% increase in income from operations.,6.561938903359987e-07,1.255342318984276e-08,0.9999992847442627
Interest Cover slightly decreased to 6.0x from 6.7x in 2016 due to the 24.6% increase in interest expense.,0.6680071353912354,0.22176946699619293,0.11022340506315231
"In 2018, SM Prime will be opening 6 new malls in the Philippines.",0.9999985694885254,9.2213377911321e-07,5.076727234154532e-07
"By the end of 2018, there will be 80 malls, 73 in the Philippines and 7 in China with an estimated combined gross floor area of 9.7 million square meters.",0.9999997615814209,1.9068694712132128e-07,5.211972720076119e-08
"In the residential segment, 12,000 to 15,000 residential condominium units that include high- rise, mid-rise and single-detached housing will be launched.",0.9999973773956299,1.100640133699926e-06,1.5132517319216277e-06
"In the commercial segment, the construction of Three E-Com Center and Four E-Com Center in the Mall of Asia Complex will continue with completion scheduled in 2018 and 2020, respectively.",0.9999933242797852,3.966959411627613e-06,2.6954069198836805e-06
SM Prime’s land banking initiatives will continue in 2018.,0.9993419051170349,2.9485319828381762e-05,0.0006285380222834647
"Retail Group
In 2018, the Retail Group plans to open 4 SM Stores, 4 SM Supermarkets, 18 Savemore stores, 2 SM Hypermarkets and 76 specialty stores.",0.9999958276748657,4.037541202706052e-06,7.694088566267965e-08
